school_year,school_year_offset,sis_user_id,student_label,grade_level,course_id,course_name,course_track,section_id,section_label,teacher_id,teacher_label,assignment_label,sequence_index,assessment_window,expected_transition_type,actual_transition_type,generation_mode,population_status,attendance_category,attendance_probability,score,present_student_score,potential_score,posterior_readiness_after,growth_delta,latent_transition_type,latent_readiness_before,latent_readiness_after,latent_transition_delta,academic_profile_status,is_populated,is_present,is_nonparticipation_zero
2026-2027,1,SYN-SIS-000076,Synthetic Student 076,11,MATH-PRECALC,Precalculus,regular,Y01-SEC-017,Precalculus - Synthetic Section 02-17,TCH-003,Teacher 03,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,normal,0.9301,62.02,62.02,56.01,59.4636,18.23,school_year_growth,51.7638,56.0056,4.2418,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000077,Synthetic Student 077,12,MATH-AP-CALC-BC,AP Calculus BC,ap,Y01-SEC-022,AP Calculus BC - Synthetic Section 02-22,TCH-005,Teacher 05,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,normal,0.8774,30.23,30.23,33.86,31.0934,2.19,school_year_growth,26.4516,33.8594,7.4078,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000078,Synthetic Student 078,11,MATH-AP-CALC-AB,AP Calculus AB,ap,Y01-SEC-021,AP Calculus AB - Synthetic Section 02-21,TCH-005,Teacher 05,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,high,0.9764,43.99,43.99,45.26,43.3872,7.55,school_year_growth,37.7888,45.264,7.4752,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000079,Synthetic Student 079,11,MATH-PRECALC,Precalculus,regular,Y01-SEC-017,Precalculus - Synthetic Section 02-17,TCH-003,Teacher 03,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,high,0.9849,76.03,76.03,77.97,74.1816,9.43,school_year_growth,71.1915,77.9685,6.777,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000080,Synthetic Student 080,11,MATH-AP-CALC-AB,AP Calculus AB,ap,Y01-SEC-021,AP Calculus AB - Synthetic Section 02-21,TCH-005,Teacher 05,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,at_risk,0.5647,37.33,37.33,38.13,36.6746,8.81,school_year_growth,30.1458,38.1332,7.9874,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000081,Synthetic Student 081,10,MATH-GEOM,Geometry,regular,Y01-SEC-004,Geometry - Synthetic Section 02-04,TCH-002,Teacher 02,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,normal,0.9543,100.0,100.0,100.0,97.8489,5.54,school_year_growth,92.0224,100.0,7.9776,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000082,Synthetic Student 082,12,MATH-AP-CALC-BC,AP Calculus BC,ap,Y01-SEC-022,AP Calculus BC - Synthetic Section 02-22,TCH-005,Teacher 05,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,high,0.9925,60.61,60.61,62.5,59.4452,8.25,school_year_growth,52.0067,62.504,10.4973,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000083,Synthetic Student 083,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y01-SEC-021,AP Calculus AB - Synthetic Section 02-21,TCH-005,Teacher 05,Assignment 04,4,end_of_year,school_year_growth,absent_no_update,absent_no_update,populated,high,0.9942,0.0,,,,,school_year_growth,31.3207,35.2193,3.8986,observed_readiness_unchanged_absent,true,false,true
2026-2027,1,SYN-SIS-000084,Synthetic Student 084,10,MATH-ALG2-H,Honors Algebra 2,honors,Y01-SEC-012,Honors Algebra 2 - Synthetic Section 02-12,TCH-003,Teacher 03,Assignment 04,4,end_of_year,school_year_growth,absent_no_update,absent_no_update,populated,normal,0.8949,0.0,,,,,school_year_growth,61.7037,65.3789,3.6752,observed_readiness_unchanged_absent,true,false,true
2026-2027,1,SYN-SIS-000085,Synthetic Student 085,10,MATH-ALG2-H,Honors Algebra 2,honors,Y01-SEC-012,Honors Algebra 2 - Synthetic Section 02-12,TCH-003,Teacher 03,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,high,0.9874,65.72,65.72,62.52,64.5147,5.37,school_year_growth,59.7077,62.5215,2.8138,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000086,Synthetic Student 086,10,MATH-GEOM,Geometry,regular,Y01-SEC-003,Geometry - Synthetic Section 02-03,TCH-001,Teacher 01,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,high,0.9766,64.07,64.07,65.37,62.9052,6.07,school_year_growth,59.1965,65.3674,6.1709,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000087,Synthetic Student 087,11,MATH-PRECALC,Precalculus,regular,Y01-SEC-017,Precalculus - Synthetic Section 02-17,TCH-003,Teacher 03,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,high,0.9651,50.43,50.43,54.91,50.2118,1.19,school_year_growth,48.0266,54.9142,6.8876,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000088,Synthetic Student 088,11,MATH-PRECALC,Precalculus,regular,Y01-SEC-018,Precalculus - Synthetic Section 02-18,TCH-003,Teacher 03,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,high,0.9606,59.09,59.09,61.5,58.496,3.27,school_year_growth,56.2475,61.4976,5.2501,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000089,Synthetic Student 089,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y01-SEC-020,AP Calculus AB - Synthetic Section 02-20,TCH-005,Teacher 05,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,high,0.9725,90.34,90.34,88.07,88.4915,7.18,school_year_growth,85.9245,88.0731,2.1486,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000090,Synthetic Student 090,12,MATH-AP-PRECALC,AP Precalculus,ap,Y01-SEC-014,AP Precalculus - Synthetic Section 02-14,TCH-004,Teacher 04,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,normal,0.9601,61.0,61.0,62.07,61.0942,-2.23,school_year_growth,58.139,62.0653,3.9263,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000091,Synthetic Student 091,11,MATH-PRECALC,Precalculus,regular,Y01-SEC-019,Precalculus - Synthetic Section 02-19,TCH-004,Teacher 04,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,normal,0.907,83.83,83.83,82.1,82.2747,4.8,school_year_growth,77.0473,82.0958,5.0485,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000092,Synthetic Student 092,10,MATH-AP-PRECALC,AP Precalculus,ap,Y01-SEC-013,AP Precalculus - Synthetic Section 02-13,TCH-004,Teacher 04,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,normal,0.9183,63.39,63.39,69.54,62.7925,2.22,school_year_growth,59.8166,69.5387,9.7221,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000094,Synthetic Student 094,11,MATH-AP-PRECALC,AP Precalculus,ap,Y01-SEC-014,AP Precalculus - Synthetic Section 02-14,TCH-004,Teacher 04,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,normal,0.9475,69.62,69.62,68.68,68.472,6.71,school_year_growth,62.9607,68.6806,5.7199,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000097,Synthetic Student 097,11,MATH-PRECALC,Precalculus,regular,Y01-SEC-018,Precalculus - Synthetic Section 02-18,TCH-003,Teacher 03,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,high,0.9705,58.19,58.19,55.07,57.055,6.82,school_year_growth,49.922,55.0664,5.1444,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000098,Synthetic Student 098,11,MATH-AP-PRECALC,AP Precalculus,ap,Y01-SEC-014,AP Precalculus - Synthetic Section 02-14,TCH-004,Teacher 04,Assignment 04,4,end_of_year,school_year_growth,absent_no_update,absent_no_update,populated,at_risk,0.7085,0.0,,,,,school_year_growth,58.7628,63.5573,4.7945,observed_readiness_unchanged_absent,true,false,true
2026-2027,1,SYN-SIS-000100,Synthetic Student 100,10,MATH-GEOM,Geometry,regular,Y01-SEC-003,Geometry - Synthetic Section 02-03,TCH-001,Teacher 01,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,normal,0.8559,32.36,32.36,30.79,31.3468,10.38,school_year_growth,24.8248,30.7861,5.9613,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000105,Synthetic Student 105,10,MATH-ALG2,Algebra 2,regular,Y01-SEC-007,Algebra 2 - Synthetic Section 02-07,TCH-002,Teacher 02,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,high,0.9892,48.17,48.17,48.29,46.7895,10.12,school_year_growth,37.6748,48.2868,10.612,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000107,Synthetic Student 107,12,MATH-AP-CALC-BC,AP Calculus BC,ap,Y01-SEC-023,AP Calculus BC - Synthetic Section 02-23,TCH-005,Teacher 05,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,normal,0.9315,41.55,41.55,37.32,40.8108,8.64,school_year_growth,30.4794,37.3192,6.8398,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000108,Synthetic Student 108,12,MATH-AP-PRECALC,AP Precalculus,ap,Y01-SEC-013,AP Precalculus - Synthetic Section 02-13,TCH-004,Teacher 04,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,high,0.9724,42.94,42.94,48.43,44.9987,-14.72,school_year_growth,48.2292,48.4315,0.2023,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000109,Synthetic Student 109,11,MATH-AP-PRECALC,AP Precalculus,ap,Y01-SEC-015,AP Precalculus - Synthetic Section 02-15,TCH-004,Teacher 04,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,high,0.9897,77.73,77.73,75.5,77.0658,0.25,school_year_growth,74.0568,75.5015,1.4447,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000110,Synthetic Student 110,11,MATH-ALG2-H,Honors Algebra 2,honors,Y01-SEC-011,Honors Algebra 2 - Synthetic Section 02-11,TCH-003,Teacher 03,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,high,0.9706,79.51,79.51,78.53,78.2874,3.59,school_year_growth,74.1701,78.5321,4.362,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000111,Synthetic Student 111,10,MATH-ALG2,Algebra 2,regular,Y01-SEC-009,Algebra 2 - Synthetic Section 02-09,TCH-002,Teacher 02,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,normal,0.9373,40.71,40.71,39.95,40.1377,5.61,school_year_growth,30.6081,39.9459,9.3378,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000112,Synthetic Student 112,10,MATH-AP-PRECALC,AP Precalculus,ap,Y01-SEC-016,AP Precalculus - Synthetic Section 02-16,TCH-004,Teacher 04,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,high,0.9805,17.79,17.79,21.29,18.4083,2.84,school_year_growth,16.6854,21.2878,4.6024,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000113,Synthetic Student 113,10,MATH-GEOM,Geometry,regular,Y01-SEC-004,Geometry - Synthetic Section 02-04,TCH-002,Teacher 02,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,high,0.9964,26.3,26.3,28.19,26.0696,6.39,school_year_growth,20.2587,28.1903,7.9316,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000114,Synthetic Student 114,10,MATH-ALG2,Algebra 2,regular,Y01-SEC-009,Algebra 2 - Synthetic Section 02-09,TCH-002,Teacher 02,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,high,0.9923,56.53,56.53,53.44,54.7313,11.74,school_year_growth,43.2711,53.4434,10.1723,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000115,Synthetic Student 115,11,MATH-GEOM,Geometry,regular,Y01-SEC-003,Geometry - Synthetic Section 02-03,TCH-001,Teacher 01,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,normal,0.9355,60.2,60.2,60.74,59.6301,2.63,school_year_growth,56.3391,60.7365,4.3974,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000116,Synthetic Student 116,10,MATH-ALG2,Algebra 2,regular,Y01-SEC-006,Algebra 2 - Synthetic Section 02-06,TCH-002,Teacher 02,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,normal,0.9653,37.32,37.32,35.25,36.677,7.04,school_year_growth,28.3747,35.2486,6.8739,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000119,Synthetic Student 119,10,MATH-ALG2,Algebra 2,regular,Y01-SEC-009,Algebra 2 - Synthetic Section 02-09,TCH-002,Teacher 02,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,high,0.9499,48.67,48.67,50.45,47.7924,6.79,school_year_growth,43.3,50.4546,7.1546,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000120,Synthetic Student 120,11,MATH-AP-PRECALC,AP Precalculus,ap,Y01-SEC-016,AP Precalculus - Synthetic Section 02-16,TCH-004,Teacher 04,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,normal,0.9393,69.14,69.14,64.29,67.8177,6.54,school_year_growth,57.3798,64.2865,6.9067,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000121,Synthetic Student 121,11,MATH-PRECALC,Precalculus,regular,Y01-SEC-017,Precalculus - Synthetic Section 02-17,TCH-003,Teacher 03,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,high,0.9835,88.75,88.75,92.63,88.3767,-5.99,school_year_growth,92.5491,92.6343,0.0852,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000122,Synthetic Student 122,11,MATH-ALG2,Algebra 2,regular,Y01-SEC-006,Algebra 2 - Synthetic Section 02-06,TCH-002,Teacher 02,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,normal,0.957,38.4,38.4,34.78,37.1702,12.16,school_year_growth,29.5182,34.7811,5.2629,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000123,Synthetic Student 123,11,MATH-AP-CALC-AB,AP Calculus AB,ap,Y01-SEC-020,AP Calculus AB - Synthetic Section 02-20,TCH-005,Teacher 05,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,normal,0.9152,67.97,67.97,73.29,67.518,0.13,school_year_growth,67.3051,73.2878,5.9827,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000126,Synthetic Student 126,10,MATH-ALG2-H,Honors Algebra 2,honors,Y01-SEC-012,Honors Algebra 2 - Synthetic Section 02-12,TCH-003,Teacher 03,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,normal,0.9013,73.33,73.33,72.36,71.7745,7.64,school_year_growth,65.0748,72.3586,7.2838,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000127,Synthetic Student 127,10,MATH-AP-PRECALC,AP Precalculus,ap,Y01-SEC-015,AP Precalculus - Synthetic Section 02-15,TCH-004,Teacher 04,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,high,0.9662,42.95,42.95,42.56,41.7338,11.49,school_year_growth,33.3271,42.5625,9.2354,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000128,Synthetic Student 128,11,MATH-ALG2-H,Honors Algebra 2,honors,Y01-SEC-010,Honors Algebra 2 - Synthetic Section 02-10,TCH-003,Teacher 03,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,normal,0.8837,70.16,70.16,75.29,70.095,-3.76,school_year_growth,72.9282,75.2908,2.3626,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000130,Synthetic Student 130,12,MATH-AP-PRECALC,AP Precalculus,ap,Y01-SEC-013,AP Precalculus - Synthetic Section 02-13,TCH-004,Teacher 04,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,normal,0.9557,43.06,43.06,46.55,43.4818,-0.18,school_year_growth,41.5884,46.5488,4.9604,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000132,Synthetic Student 132,11,MATH-AP-CALC-AB,AP Calculus AB,ap,Y01-SEC-020,AP Calculus AB - Synthetic Section 02-20,TCH-005,Teacher 05,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,normal,0.8769,69.77,69.77,68.72,68.9721,2.95,school_year_growth,63.3204,68.7168,5.3964,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000133,Synthetic Student 133,12,MATH-PRECALC,Precalculus,regular,Y01-SEC-019,Precalculus - Synthetic Section 02-19,TCH-004,Teacher 04,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,normal,0.9342,100.0,100.0,100.0,98.3791,0.72,school_year_growth,98.6222,100.0,1.3778,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000134,Synthetic Student 134,11,MATH-PRECALC,Precalculus,regular,Y01-SEC-017,Precalculus - Synthetic Section 02-17,TCH-003,Teacher 03,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,normal,0.9459,61.04,61.04,54.28,59.0716,14.09,school_year_growth,51.1595,54.285,3.1255,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000135,Synthetic Student 135,12,MATH-AP-PRECALC,AP Precalculus,ap,Y01-SEC-013,AP Precalculus - Synthetic Section 02-13,TCH-004,Teacher 04,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,high,0.9783,69.56,69.56,70.29,69.0802,0.78,school_year_growth,66.6272,70.2903,3.6631,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000136,Synthetic Student 136,12,MATH-BEYOND-CORE,Beyond Core Math Sequence,beyond_core,Y01-SEC-024,Beyond Core Math Sequence - Synthetic Section 02-24,TCH-005,Teacher 05,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,normal,0.9235,75.2,75.2,74.24,74.5106,1.63,school_year_growth,70.7718,74.2433,3.4715,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000139,Synthetic Student 139,12,MATH-AP-CALC-BC,AP Calculus BC,ap,Y01-SEC-022,AP Calculus BC - Synthetic Section 02-22,TCH-005,Teacher 05,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,normal,0.8868,44.92,44.92,50.41,44.971,2.3,school_year_growth,43.1348,50.4144,7.2796,updated_assignment_04,true,true,false
2026-2027,1,SYN-SIS-000140,Synthetic Student 140,11,MATH-PRECALC,Precalculus,regular,Y01-SEC-019,Precalculus - Synthetic Section 02-19,TCH-004,Teacher 04,Assignment 04,4,end_of_year,school_year_growth,absent_no_update,absent_no_update,populated,at_risk,0.8058,0.0,,,,,school_year_growth,31.3686,42.7676,11.399,observed_readiness_unchanged_absent,true,false,true
2026-2027,1,SYN-SIS-000142,Synthetic Student 142,10,MATH-GEOM,Geometry,regular,Y01-SEC-004,Geometry - Synthetic Section 02-04,TCH-002,Teacher 02,Assignment 04,4,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,normal,0.8962,50.69,50.69,44.13,48.3187,18.28,school_year_growth,35.2555,44.1341,8.8786,updated_assignment_04,true,true,false
