school_year,school_year_offset,sis_user_id,student_label,grade_level,course_id,course_name,course_track,section_id,section_label,teacher_id,teacher_label,attendance_category,attendance_probability,boy_assignment_label,eoy_assignment_label,boy_score,eoy_score,present_boy,present_eoy,modeled_eoy_growth_delta,posterior_readiness_after_eoy,latent_readiness_after_boy,latent_readiness_after_eoy,latent_eoy_transition_delta,eoy_generation_mode,eoy_transition_type,eoy_academic_profile_status,observed_growth_delta,academic_profile_status
2031-2032,6,SYN-SIS-000672,Synthetic Student 672,9,MATH-ALG1,Algebra 1,regular,Y06-SEC-001,Algebra 1 - Synthetic Section 07-01,TCH-001,Teacher 01,high,0.9924,Assignment 13,Assignment 14,31.74,29.35,true,true,-2.39,30.3009,31.35,37.5728,6.2228,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_14,-2.389999999999997,updated_assignment_14
2031-2032,6,SYN-SIS-000687,Synthetic Student 687,9,MATH-GEOM,Geometry,regular,Y06-SEC-005,Geometry - Synthetic Section 07-05,TCH-001,Teacher 01,normal,0.9299,Assignment 13,Assignment 14,0.0,39.71,false,true,,40.5309,32.59,41.5409,8.9509,first_present_evidence_from_latent,initialize_readiness,initialized_assignment_14,,initialized_assignment_14
2031-2032,6,SYN-SIS-000694,Synthetic Student 694,9,MATH-GEOM,Geometry,regular,Y06-SEC-003,Geometry - Synthetic Section 07-03,TCH-001,Teacher 01,normal,0.8938,Assignment 13,Assignment 14,23.83,31.77,true,true,7.94,31.464,24.03,32.7149,8.6849,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_14,7.940000000000001,updated_assignment_14
2025-2026,0,SYN-SIS-000001,Synthetic Student 001,9,MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-014,Honors Algebra 2 - Synthetic Section 01-14,TCH-003,Teacher 03,normal,0.8841,Assignment 01,Assignment 02,0.0,44.19,false,true,,44.9364,40.32,44.7896,4.4696,first_present_evidence_from_latent,initialize_readiness,initialized_assignment_02,,initialized_assignment_02
2025-2026,0,SYN-SIS-000003,Synthetic Student 003,11,MATH-ALG2,Algebra 2,regular,Y00-SEC-011,Algebra 2 - Synthetic Section 01-11,TCH-003,Teacher 03,high,0.9866,Assignment 01,Assignment 02,21.44,26.9,true,true,5.46,27.2404,18.64,29.6545,11.0145,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_02,5.459999999999997,updated_assignment_02
2025-2026,0,SYN-SIS-000011,Synthetic Student 011,9,MATH-AP-PRECALC,AP Precalculus,ap,Y00-SEC-018,AP Precalculus - Synthetic Section 01-18,TCH-004,Teacher 04,high,0.9686,Assignment 01,Assignment 02,0.0,47.07,false,true,,47.6798,32.59,43.386,10.796,first_present_evidence_from_latent,initialize_readiness,initialized_assignment_02,,initialized_assignment_02
2025-2026,0,SYN-SIS-000020,Synthetic Student 020,11,MATH-PRECALC,Precalculus,regular,Y00-SEC-020,Precalculus - Synthetic Section 01-20,TCH-004,Teacher 04,high,0.9499,Assignment 01,Assignment 02,77.78,85.27,true,true,7.49,82.8309,79.96,82.762,2.802,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_02,7.489999999999995,updated_assignment_02
2025-2026,0,SYN-SIS-000033,Synthetic Student 033,10,MATH-ALG2,Algebra 2,regular,Y00-SEC-010,Algebra 2 - Synthetic Section 01-10,TCH-002,Teacher 02,at_risk,0.669,Assignment 01,Assignment 02,35.64,0.0,true,false,,,36.37,45.5232,9.1532,absent_no_update,absent_no_update,observed_readiness_unchanged_absent,,observed_readiness_unchanged_absent
2025-2026,0,SYN-SIS-000037,Synthetic Student 037,11,MATH-AP-PRECALC,AP Precalculus,ap,Y00-SEC-016,AP Precalculus - Synthetic Section 01-16,TCH-004,Teacher 04,high,0.9892,Assignment 01,Assignment 02,42.31,49.25,true,true,6.94,48.7103,42.5,48.8171,6.3171,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_02,6.939999999999998,updated_assignment_02
2025-2026,0,SYN-SIS-000038,Synthetic Student 038,11,MATH-AP-CALC-AB,AP Calculus AB,ap,Y00-SEC-021,AP Calculus AB - Synthetic Section 01-21,TCH-005,Teacher 05,normal,0.9223,Assignment 01,Assignment 02,59.96,65.72,true,true,5.76,64.5913,60.25,67.189,6.939,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_02,5.759999999999998,updated_assignment_02
2025-2026,0,SYN-SIS-000041,Synthetic Student 041,11,MATH-AP-PRECALC,AP Precalculus,ap,Y00-SEC-016,AP Precalculus - Synthetic Section 01-16,TCH-004,Teacher 04,normal,0.9126,Assignment 01,Assignment 02,0.0,56.58,false,true,,56.2713,55.04,59.4382,4.3982,first_present_evidence_from_latent,initialize_readiness,initialized_assignment_02,,initialized_assignment_02
2025-2026,0,SYN-SIS-000044,Synthetic Student 044,12,MATH-PRECALC,Precalculus,regular,Y00-SEC-019,Precalculus - Synthetic Section 01-19,TCH-004,Teacher 04,high,0.9765,Assignment 01,Assignment 02,32.96,34.47,true,true,1.51,34.9979,29.61,38.8194,9.2094,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_02,1.509999999999998,updated_assignment_02
2025-2026,0,SYN-SIS-000045,Synthetic Student 045,9,MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-012,Honors Algebra 2 - Synthetic Section 01-12,TCH-003,Teacher 03,high,0.9795,Assignment 01,Assignment 02,35.67,45.86,true,true,10.19,44.8619,42.31,47.569,5.259,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_02,10.189999999999998,updated_assignment_02
2025-2026,0,SYN-SIS-000048,Synthetic Student 048,12,MATH-AP-CALC-BC,AP Calculus BC,ap,Y00-SEC-026,AP Calculus BC - Synthetic Section 01-26,TCH-005,Teacher 05,normal,0.9321,Assignment 01,Assignment 02,45.74,55.24,true,true,9.5,54.2315,49.65,55.5036,5.8536,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_02,9.5,updated_assignment_02
2025-2026,0,SYN-SIS-000066,Synthetic Student 066,10,MATH-ALG2,Algebra 2,regular,Y00-SEC-010,Algebra 2 - Synthetic Section 01-10,TCH-002,Teacher 02,normal,0.9383,Assignment 01,Assignment 02,60.92,64.71,true,true,3.79,63.504,63.19,62.9489,-0.2411,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_02,3.789999999999992,updated_assignment_02
2025-2026,0,SYN-SIS-000073,Synthetic Student 073,10,MATH-AP-PRECALC,AP Precalculus,ap,Y00-SEC-018,AP Precalculus - Synthetic Section 01-18,TCH-004,Teacher 04,high,0.9749,Assignment 01,Assignment 02,60.97,62.47,true,true,1.5,61.8797,60.95,62.784,1.834,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_02,1.5,updated_assignment_02
2025-2026,0,SYN-SIS-000074,Synthetic Student 074,12,MATH-AP-PRECALC,AP Precalculus,ap,Y00-SEC-016,AP Precalculus - Synthetic Section 01-16,TCH-004,Teacher 04,normal,0.8954,Assignment 01,Assignment 02,37.04,38.39,true,true,1.35,39.0268,32.44,41.919,9.479,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_02,1.3500000000000014,updated_assignment_02
2025-2026,0,SYN-SIS-000075,Synthetic Student 075,11,MATH-AP-CALC-AB,AP Calculus AB,ap,Y00-SEC-021,AP Calculus AB - Synthetic Section 01-21,TCH-005,Teacher 05,high,0.9677,Assignment 01,Assignment 02,82.66,87.41,true,true,4.75,85.4451,85.49,88.4428,2.9528,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_02,4.75,updated_assignment_02
2025-2026,0,SYN-SIS-000079,Synthetic Student 079,10,MATH-ALG2,Algebra 2,regular,Y00-SEC-009,Algebra 2 - Synthetic Section 01-09,TCH-002,Teacher 02,high,0.9849,Assignment 01,Assignment 02,69.39,73.34,true,true,3.95,71.7387,67.41,72.7857,5.3757,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_02,3.950000000000003,updated_assignment_02
2025-2026,0,SYN-SIS-000081,Synthetic Student 081,9,MATH-ALG1,Algebra 1,regular,Y00-SEC-001,Algebra 1 - Synthetic Section 01-01,TCH-001,Teacher 01,normal,0.9543,Assignment 01,Assignment 02,91.85,94.94,true,true,3.09,92.4112,88.43,92.0224,3.5924,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_02,3.0900000000000034,updated_assignment_02
2025-2026,0,SYN-SIS-000085,Synthetic Student 085,9,MATH-GEOM,Geometry,regular,Y00-SEC-007,Geometry - Synthetic Section 01-07,TCH-001,Teacher 01,high,0.9874,Assignment 01,Assignment 02,52.06,54.05,true,true,1.99,53.4324,51.38,60.761,9.381,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_02,1.9899999999999949,updated_assignment_02
2025-2026,0,SYN-SIS-000086,Synthetic Student 086,9,MATH-ALG1,Algebra 1,regular,Y00-SEC-002,Algebra 1 - Synthetic Section 01-02,TCH-001,Teacher 01,high,0.9766,Assignment 01,Assignment 02,58.31,63.55,true,true,5.24,62.1547,57.54,61.1978,3.6578,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_02,5.239999999999995,updated_assignment_02
2025-2026,0,SYN-SIS-000106,Synthetic Student 106,12,MATH-PRECALC,Precalculus,regular,Y00-SEC-019,Precalculus - Synthetic Section 01-19,TCH-004,Teacher 04,high,0.9746,Assignment 01,Assignment 02,74.01,69.98,true,true,-4.03,69.572,72.6,74.8046,2.2046,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_02,-4.030000000000001,updated_assignment_02
2025-2026,0,SYN-SIS-000108,Synthetic Student 108,11,MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-015,Honors Algebra 2 - Synthetic Section 01-15,TCH-003,Teacher 03,high,0.9724,Assignment 01,Assignment 02,46.33,57.66,true,true,11.33,56.1758,46.17,51.4322,5.2622,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_02,11.329999999999998,updated_assignment_02
2025-2026,0,SYN-SIS-000109,Synthetic Student 109,10,MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-012,Honors Algebra 2 - Synthetic Section 01-12,TCH-003,Teacher 03,high,0.9897,Assignment 01,Assignment 02,71.06,78.19,true,true,7.13,76.1972,72.24,76.0905,3.8505,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_02,7.1299999999999955,updated_assignment_02
2025-2026,0,SYN-SIS-000112,Synthetic Student 112,9,MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-014,Honors Algebra 2 - Synthetic Section 01-14,TCH-003,Teacher 03,high,0.9805,Assignment 01,Assignment 02,10.69,17.96,true,true,7.27,18.5077,10.25,20.1278,9.8778,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_02,7.270000000000001,updated_assignment_02
2025-2026,0,SYN-SIS-000113,Synthetic Student 113,9,MATH-ALG1,Algebra 1,regular,Y00-SEC-001,Algebra 1 - Synthetic Section 01-01,TCH-001,Teacher 01,high,0.9964,Assignment 01,Assignment 02,15.23,22.82,true,true,7.59,22.9445,16.68,23.0362,6.3562,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_02,7.59,updated_assignment_02
2025-2026,0,SYN-SIS-000115,Synthetic Student 115,10,MATH-ALG1,Algebra 1,regular,Y00-SEC-001,Algebra 1 - Synthetic Section 01-01,TCH-001,Teacher 01,normal,0.9355,Assignment 01,Assignment 02,0.0,64.64,false,true,,61.871,54.41,58.3807,3.9707,first_present_evidence_from_latent,initialize_readiness,initialized_assignment_02,,initialized_assignment_02
2025-2026,0,SYN-SIS-000119,Synthetic Student 119,9,MATH-GEOM,Geometry,regular,Y00-SEC-005,Geometry - Synthetic Section 01-05,TCH-001,Teacher 01,high,0.9499,Assignment 01,Assignment 02,44.69,44.51,true,true,-0.18,44.5515,41.89,45.6731,3.7831,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_02,-0.17999999999999972,updated_assignment_02
2025-2026,0,SYN-SIS-000121,Synthetic Student 121,10,MATH-ALG2,Algebra 2,regular,Y00-SEC-010,Algebra 2 - Synthetic Section 01-10,TCH-002,Teacher 02,high,0.9835,Assignment 01,Assignment 02,95.39,91.22,true,true,-4.17,89.7414,90.44,94.1971,3.7571,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_02,-4.170000000000002,updated_assignment_02
2025-2026,0,SYN-SIS-000125,Synthetic Student 125,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y00-SEC-024,AP Calculus AB - Synthetic Section 01-24,TCH-005,Teacher 05,high,0.9456,Assignment 01,Assignment 02,62.42,74.39,true,true,11.97,72.2686,62.94,70.4951,7.5551,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_02,11.969999999999999,updated_assignment_02
2025-2026,0,SYN-SIS-000133,Synthetic Student 133,11,MATH-ALG2,Algebra 2,regular,Y00-SEC-011,Algebra 2 - Synthetic Section 01-11,TCH-003,Teacher 03,normal,0.9342,Assignment 01,Assignment 02,93.93,99.28,true,true,5.35,96.4666,92.38,98.6222,6.2422,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_02,5.349999999999994,updated_assignment_02
2025-2026,0,SYN-SIS-000148,Synthetic Student 148,10,MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-014,Honors Algebra 2 - Synthetic Section 01-14,TCH-003,Teacher 03,normal,0.9298,Assignment 01,Assignment 02,33.43,50.06,true,true,16.63,48.2391,38.01,46.1164,8.1064,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_02,16.630000000000003,updated_assignment_02
2025-2026,0,SYN-SIS-000150,Synthetic Student 150,9,MATH-GEOM,Geometry,regular,Y00-SEC-005,Geometry - Synthetic Section 01-05,TCH-001,Teacher 01,normal,0.9436,Assignment 01,Assignment 02,63.82,73.0,true,true,9.18,70.7523,67.31,73.0542,5.7442,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_02,9.18,updated_assignment_02
2025-2026,0,SYN-SIS-000156,Synthetic Student 156,9,MATH-GEOM,Geometry,regular,Y00-SEC-007,Geometry - Synthetic Section 01-07,TCH-001,Teacher 01,normal,0.9721,Assignment 01,Assignment 02,6.64,20.45,true,true,13.81,19.985,8.4,22.6428,14.2428,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_02,13.809999999999999,updated_assignment_02
2025-2026,0,SYN-SIS-000164,Synthetic Student 164,10,MATH-ALG2,Algebra 2,regular,Y00-SEC-011,Algebra 2 - Synthetic Section 01-11,TCH-003,Teacher 03,normal,0.9538,Assignment 01,Assignment 02,26.5,33.04,true,true,6.54,32.9129,24.0,32.5145,8.5145,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_02,6.539999999999999,updated_assignment_02
2025-2026,0,SYN-SIS-000175,Synthetic Student 175,11,MATH-AP-CALC-AB,AP Calculus AB,ap,Y00-SEC-021,AP Calculus AB - Synthetic Section 01-21,TCH-005,Teacher 05,normal,0.9372,Assignment 01,Assignment 02,38.77,48.16,true,true,9.39,47.395,40.04,49.0061,8.9661,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_02,9.389999999999993,updated_assignment_02
2025-2026,0,SYN-SIS-000178,Synthetic Student 178,9,MATH-GEOM,Geometry,regular,Y00-SEC-006,Geometry - Synthetic Section 01-06,TCH-002,Teacher 02,high,0.9799,Assignment 01,Assignment 02,7.22,18.31,true,true,11.09,18.2417,7.0,17.1223,10.1223,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_02,11.09,updated_assignment_02
2025-2026,0,SYN-SIS-000179,Synthetic Student 179,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y00-SEC-022,AP Calculus AB - Synthetic Section 01-22,TCH-005,Teacher 05,at_risk,0.7378,Assignment 01,Assignment 02,65.54,75.57,true,true,10.03,73.6132,66.31,70.5727,4.2627,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_02,10.029999999999987,updated_assignment_02
2025-2026,0,SYN-SIS-000186,Synthetic Student 186,11,MATH-PRECALC,Precalculus,regular,Y00-SEC-019,Precalculus - Synthetic Section 01-19,TCH-004,Teacher 04,high,0.977,Assignment 01,Assignment 02,11.21,25.25,true,true,14.04,24.7065,14.46,23.6598,9.1998,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_02,14.04,updated_assignment_02
2025-2026,0,SYN-SIS-000200,Synthetic Student 200,9,MATH-GEOM,Geometry,regular,Y00-SEC-003,Geometry - Synthetic Section 01-03,TCH-002,Teacher 02,high,0.9756,Assignment 01,Assignment 02,44.24,48.59,true,true,4.35,47.9482,41.08,47.914,6.834,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_02,4.350000000000001,updated_assignment_02
2025-2026,0,SYN-SIS-000212,Synthetic Student 212,10,MATH-GEOM,Geometry,regular,Y00-SEC-008,Geometry - Synthetic Section 01-08,TCH-002,Teacher 02,normal,0.9458,Assignment 01,Assignment 02,0.0,44.47,false,true,,44.8308,43.57,46.2155,2.6455,first_present_evidence_from_latent,initialize_readiness,initialized_assignment_02,,initialized_assignment_02
2025-2026,0,SYN-SIS-000217,Synthetic Student 217,12,MATH-AP-CALC-BC,AP Calculus BC,ap,Y00-SEC-026,AP Calculus BC - Synthetic Section 01-26,TCH-005,Teacher 05,normal,0.8654,Assignment 01,Assignment 02,89.74,95.12,true,true,5.38,92.8262,89.42,94.895,5.475,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_02,5.38000000000001,updated_assignment_02
2025-2026,0,SYN-SIS-000219,Synthetic Student 219,9,MATH-GEOM,Geometry,regular,Y00-SEC-005,Geometry - Synthetic Section 01-05,TCH-001,Teacher 01,at_risk,0.6614,Assignment 01,Assignment 02,25.8,35.81,true,true,10.01,35.0966,29.95,37.6351,7.6851,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_02,10.010000000000002,updated_assignment_02
2025-2026,0,SYN-SIS-000222,Synthetic Student 222,9,MATH-GEOM,Geometry,regular,Y00-SEC-007,Geometry - Synthetic Section 01-07,TCH-001,Teacher 01,normal,0.9403,Assignment 01,Assignment 02,25.05,33.93,true,true,8.88,33.4247,26.42,33.0857,6.6657,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_02,8.879999999999999,updated_assignment_02
2025-2026,0,SYN-SIS-000227,Synthetic Student 227,11,MATH-AP-CALC-AB,AP Calculus AB,ap,Y00-SEC-021,AP Calculus AB - Synthetic Section 01-21,TCH-005,Teacher 05,normal,0.9258,Assignment 01,Assignment 02,100.0,96.28,true,true,-3.72,94.8709,99.15,97.7961,-1.3539,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_02,-3.719999999999999,updated_assignment_02
2025-2026,0,SYN-SIS-000230,Synthetic Student 230,10,MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-015,Honors Algebra 2 - Synthetic Section 01-15,TCH-003,Teacher 03,high,0.9943,Assignment 01,Assignment 02,29.01,34.11,true,true,5.1,34.2716,27.64,35.3698,7.7298,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_02,5.099999999999998,updated_assignment_02
2025-2026,0,SYN-SIS-000254,Synthetic Student 254,10,MATH-ALG1,Algebra 1,regular,Y00-SEC-002,Algebra 1 - Synthetic Section 01-02,TCH-001,Teacher 01,normal,0.9338,Assignment 01,Assignment 02,38.9,54.82,true,true,15.92,52.695,46.36,51.034,4.674,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_02,15.920000000000002,updated_assignment_02
2025-2026,0,SYN-SIS-000264,Synthetic Student 264,11,MATH-PRECALC,Precalculus,regular,Y00-SEC-019,Precalculus - Synthetic Section 01-19,TCH-004,Teacher 04,normal,0.944,Assignment 01,Assignment 02,22.92,28.94,true,true,6.02,29.1288,20.5,24.3264,3.8264,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_02,6.02,updated_assignment_02
2025-2026,0,SYN-SIS-000268,Synthetic Student 268,9,MATH-GEOM,Geometry,regular,Y00-SEC-004,Geometry - Synthetic Section 01-04,TCH-002,Teacher 02,high,0.9847,Assignment 01,Assignment 02,26.69,28.02,true,true,1.33,28.6145,22.14,28.1499,6.0099,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_02,1.3299999999999983,updated_assignment_02
2025-2026,0,SYN-SIS-000271,Synthetic Student 271,9,MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-013,Honors Algebra 2 - Synthetic Section 01-13,TCH-003,Teacher 03,high,0.9946,Assignment 01,Assignment 02,63.93,72.3,true,true,8.37,70.3481,62.78,69.2759,6.4959,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_02,8.369999999999997,updated_assignment_02
2025-2026,0,SYN-SIS-000283,Synthetic Student 283,9,MATH-GEOM,Geometry,regular,Y00-SEC-003,Geometry - Synthetic Section 01-03,TCH-002,Teacher 02,high,0.9869,Assignment 01,Assignment 02,25.38,27.57,true,true,2.19,28.0884,26.21,32.2566,6.0466,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_02,2.1900000000000013,updated_assignment_02
2025-2026,0,SYN-SIS-000284,Synthetic Student 284,12,MATH-AP-PRECALC,AP Precalculus,ap,Y00-SEC-016,AP Precalculus - Synthetic Section 01-16,TCH-004,Teacher 04,at_risk,0.748,Assignment 01,Assignment 02,44.13,0.0,true,false,,,40.01,47.7498,7.7398,absent_no_update,absent_no_update,observed_readiness_unchanged_absent,,observed_readiness_unchanged_absent
2026-2027,1,SYN-SIS-000002,Synthetic Student 002,11,MATH-PRECALC,Precalculus,regular,Y01-SEC-018,Precalculus - Synthetic Section 02-18,TCH-003,Teacher 03,high,0.9774,Assignment 03,Assignment 04,56.8,62.83,true,true,6.03,61.6767,58.4509,60.3102,1.8593,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_04,6.030000000000001,updated_assignment_04
2026-2027,1,SYN-SIS-000006,Synthetic Student 006,12,MATH-AP-CALC-BC,AP Calculus BC,ap,Y01-SEC-023,AP Calculus BC - Synthetic Section 02-23,TCH-005,Teacher 05,normal,0.9444,Assignment 03,Assignment 04,56.63,57.36,true,true,0.73,57.2487,55.709,60.3894,4.6804,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_04,0.7299999999999969,updated_assignment_04
